韻	調	字	簡化字	推導音	校正音	罕用標記	註
a	2	𣝋	𣝋	da2			
a	2	𣢉	𣢉	wa2			
a	2	𤁪	𤁪	hua2			
a	2	𤪍	𤪍	xa2			
a	2	𤲍	𤲍	xa2			
a	2	𤶠	𤶠	cha2			
a	2	𥂓	𥂓	ma2			
a	2	𥄳	𥄳	da2			
a	2	𥎱	𥎱	ba2			
a	2	𥥸	𥥸	cha2			
a	2	𥯦	𥯦	zha2			
a	2	𥰶	𥰶	xa2			
a	2	𦂀	𦂀	da2			
a	2	𦑲	𦑲	da2			
a	2	𦛝	𦛝	cha2			
a	2	𦧠	𦧠	hua2			
a	2	𦵯	𦵯	xa2			
a	2	𦾽	𦾽	da2			
a	2	𧆥	𧆥	xa2			
a	2	𧌏	𧌏	da2			
a	2	𧑍	𧑍	hua2			
a	2	𧕱	𧕱	xa2			
a	2	𧘽	𧘽	na2			
a	2	𧦮	𧦮	na2			
a	2	𧮑	𧮑	da2			
a	2	𧼰	𧼰	zha2			
a	2	𧽌	𧽌	hua2			
a	2	𨅔	𨅔	za2			
a	2	𨰉	𨰉	zha2			
a	2	𩂢	𩂢	ya2			
a	2	𩉾	𩉾	xa2			
a	2	𩋥	𩋥	xa2			
a	2	𩔶	𩔶	ma2			
a	2	𩝛	𩝛	xa2			
a	2	𩣯	𩣯	da2			
a	2	𩨾	𩨾	wa2			
a	2	𩪲	𩪲	xa2			
a	2	𪓹	𪓹	ma2			
a	2	𪗾	𪗾	xa2			
a	2	𪘘	𪘘	xa2			
a	2	𪘲	𪘲	ya2			
a	3	丅	丅	xa4			
a	3	匕	匕	hua4			
a	3	下	下	xa4			
a	3	化	化	hua4			
a	3	瓦	瓦	wa3			
a	3	瓦	瓦	wa4			
a	3	乍	乍	zha4			
a	3	冎	冎	gua3			
a	3	疋	疋	ya3			
a	3	㕦	㕦	hua4			
a	3	厊	厊	ya3			
a	3	吒	吒	zha4			
a	3	奼	奼	cha3			
a	3	奼	奼	zha4			
a	3	汊	汊	cha4			
a	3	芐	芐	xa4			
a	3	襾	西	xa3			
a	3	襾	西	ya4			
a	3	覀	覀	ya4			
a	3	邷	邷	wa3			
a	3	厏	厏	sha4			
a	3	厏	厏	zha3			
a	3	呀	呀	ya4			
a	3	岔	岔	cha4			
a	3	帊	帊	pa4			
a	3	庌	庌	ya3			
a	3	弝	弝	ba4			
a	3	扮	扮	hua3			
a	3	把	把	ba3			
a	3	沙	沙	sha4			
a	3	灹	灹	zha4			
a	3	犽	犽	ya4			
a	3	迓	迓	ya4			
a	3	阸	阸	ya4			
a	3	䒓	䒓	qa3			
a	3	亞	亚	ya4			
a	3	侘	侘	cha4			
a	3	卦	卦	gua4			
a	3	咋	咋	zha4			
a	3	坬	坬	gua4			
a	3	怕	怕	pa4			
a	3	杷	杷	ba4			
a	3	杹	杹	hua4			
a	3	枒	枒	ya4			
a	3	爸	爸	ba4			
a	3	衩	衩	cha4			
a	3	㡁	㡁	kua3			
a	3	㰤	㰤	qa4			
a	3	叚	叚	ja3			
a	3	咤	咤	zha4			
a	3	哆	哆	zha4			
a	3	奓	奓	zha4			
a	3	姹	姹	cha3			
a	3	挂	挂	gua4			
a	3	架	架	ja4			
a	3	柺	拐	gua3			
a	3	砑	砑	ya4			
a	3	耍	耍	shua3			
a	3	㿿	㿿	ya3			
a	3	䟕	䟕	cha4			
a	3	俹	俹	ya4			
a	3	剮	剐	gua3			
a	3	垻	垻	ba4			
a	3	夏	夏	xa4			
a	3	崋	崋	hua4			
a	3	疴	疴	qa4			
a	3	痄	痄	zha3			
a	3	窊	窊	wa4			
a	3	笆	笆	ba4			
a	3	耙	耙	ba4			
a	3	胯	胯	kua4			
a	3	華	华	hua4			
a	3	馬	马	ma3			
a	3	㢊	㢊	ya3			
a	3	㾏	㾏	ja4			
a	3	䅊	䅊	zha4			
a	3	䋈	䋈	na3			
a	3	䢝	䢝	ya4			
a	3	假	假	ja3			
a	3	假	假	ja4			
a	3	唬	唬	xa4			
a	3	啞	哑	ya3			
a	3	啞	哑	ya4			
a	3	婭	娅	ya4			
a	3	掛	挂	gua4			
a	3	笮	笮	zha4			
a	3	罣	罣	gua4			
a	3	罣	罣	hua4			
a	3	蚱	蚱	zha4			
a	3	訝	讶	ya4			
a	3	跁	跁	ba4			
a	3	㓃	㓃	zha4			
a	3	㰳	㰳	ya4			
a	3	䂳	䂳	chua3			
a	3	䏧	䏧	na4			
a	3	䒲	䒲	zha4			
a	3	䖳	䖳	zha4			
a	3	䧞	䧞	ma4			
a	3	傌	傌	ma4			
a	3	婽	婽	ja3			
a	3	斝	斝	ja3			
a	3	溠	溠	zha4			
a	3	畫	画	hua4			
a	3	絓	絓	hua4			
a	3	絮	絮	na4			
a	3	葰	葰	shua3			
a	3	詐	诈	zha4			
a	3	跒	跒	qa3			
a	3	隘	隘	ya4			
a	3	雅	雅	ya3			
a	3	䄍	䄍	zha4			
a	3	䇑	䇑	ba4			
a	3	傻	傻	shua3			
a	3	傻	傻	shua4			
a	3	嗄	嗄	sha4			
a	3	嫁	嫁	ja4			
a	3	幏	幏	ja4			
a	3	廈	厦	xa4			
a	3	暇	暇	xa4			
a	3	椵	椵	ja3			
a	3	槎	槎	sha4			
a	3	煆	煆	xa4			
a	3	瘂	瘂	ya3			
a	3	睚	睚	ya4			
a	3	矮	矮	ya3			
a	3	稏	稏	ya4			
a	3	稞	稞	hua4			
a	3	褂	褂	gua4			
a	3	觟	觟	hua4			
a	3	解	解	ja3			
a	3	解	解	ja4			
a	3	解	解	xa4			
a	3	詫	诧	cha4			
a	3	詿	诖	gua4			
a	3	詿	诖	hua4			
a	3	跨	跨	kua3			
a	3	跨	跨	kua4			
a	3	閜	閜	xa3			
a	3	靶	靶	ba4			
a	3	賈	贾	ja3			
a	3	賈	贾	ja4			
a	3	㙤	㙤	xa4			
a	3	嘏	嘏	ja3			
a	3	夥	伙	hua4			
a	3	寡	寡	gua3			
a	3	摦	摦	hua4			
a	3	榎	榎	ja3			
a	3	榨	榨	zha4			
a	3	榪	杩	ma4			
a	3	樺	桦	hua4			
a	3	瑪	玛	ma3			
a	3	瘕	瘕	ja3			
a	3	瘕	瘕	ja4			
a	3	禡	禡	ma4			
a	3	蜡	蜡	zha4			
a	3	誜	誜	shua4			
a	3	銙	銙	kua3			
a	3	㾺	㾺	ma4			
a	3	䅬	䅬	ya4			
a	3	䈑	䈑	gua3			
a	3	䋾	䋾	zha3			
a	3	䐒	䐒	zha4			
a	3	䴹	䴹	hua4			
a	3	價	价	ja4			
a	3	澅	澅	hua4			
a	3	碼	码	ma3			
a	3	稼	稼	ja4			
a	3	罵	骂	ma3			
a	3	罵	骂	ma4			
a	3	觰	觰	zha3			
a	3	諣	諣	hua4			
a	3	踝	踝	hua4			
a	3	躷	躷	ya3			
a	3	輠	輠	hua4			
a	3	駕	驾	ja4			
a	3	骻	骻	kua3			
a	3	㗿	㗿	xa3			
a	3	㗿	㗿	xa4			
a	3	㿄	㿄	ya4			
a	3	嶰	嶰	xa4			
a	3	廨	廨	ja4			
a	3	懈	懈	ja4			
a	3	澥	澥	xa4			
a	3	獬	獬	xa4			
a	3	膪	膪	zha4			
a	3	薢	薢	ja3			
a	3	薢	薢	ja4			
a	3	螞	蚂	ma3			
a	3	邂	邂	xa4			
a	3	駡	駡	ma3			
a	3	駡	駡	ma4			
a	3	鮓	鮓	zha3			
a	3	䠚	䠚	wa4			
a	3	䣕	䣕	ma3			
a	3	䣕	䣕	ma4			
a	3	嚇	吓	xa4			
a	3	檞	檞	ja3			
a	3	檟	檟	ja3			
a	3	檴	檴	hua4			
a	3	罅	罅	xa4			
a	3	謑	謑	xa4			
a	3	賹	賹	ja4			
a	3	賹	賹	ya4			
a	3	髁	髁	kua3			
a	3	黊	黊	hua4			
a	3	繣	繣	hua4			
a	3	藞	藞	la3			
a	3	謯	謯	zha3			
a	3	髂	髂	qa4			
a	3	䊬	䊬	chua3			
a	3	繲	繲	ja4			
a	3	蟹	蟹	xa4			
a	3	覇	覇	ba4			
a	3	齖	齖	ya4			
a	3	蘳	蘳	hua4			
a	3	鬕	鬕	ma4			
a	3	孈	孈	hua4			
a	3	霸	霸	ba4			
a	3	鰢	鰢	ma3			
a	3	鳠	鳠	hua4			
a	3	鷌	鷌	ma3			
a	3	灑	洒	sha3			
a	3	攨	攨	wa4			
a	3	齰	齰	zha4			
a	3	䲒	䲒	xa4			
a	3	壩	坝	ba4			
a	3	灞	灞	ba4			
a	3	纗	纗	hua4			
a	3	欛	欛	ba4			
a	3	𠁥	𠁥	gua3			
a	3	𠊰	𠊰	gua3			
a	3	𠳌	𠳌	qa4			
a	3	𡐠	𡐠	gua3			
a	3	𡐠	𡐠	gua4			
a	3	𡕒	𡕒	kua3			
a	3	𡕒	𡕒	kua4			
a	3	𡢖	𡢖	qa3			
a	3	𡢖	𡢖	qa4			
a	3	𡱏	𡱏	hua4			
a	3	𢄳	𢄳	kua3			
a	3	𢉤	𢉤	ja4			
a	3	𢕮	𢕮	zha4			
a	3	𢦚	𢦚	hua4			
a	3	𢱈	𢱈	ja4			
a	3	𣇩	𣇩	ya4			
a	3	𣑍	𣑍	gua3			
a	3	𤝡	𤝡	ba4			
a	3	𤺘	𤺘	ya3			
a	3	𥘓	𥘓	cha4			
a	3	𥝧	𥝧	ba4			
a	3	𥦛	𥦛	gua3			
a	3	𥧓	𥧓	ma3			
a	3	𥰭	𥰭	zha3			
a	3	𦔯	𦔯	sha4			
a	3	𦖍	𦖍	hua4			
a	3	𦙺	𦙺	ja4			
a	3	𦜖	𦜖	ya4			
a	3	𦞉	𦞉	qa3			
a	3	𦫙	𦫙	ba4			
a	3	𧧻	𧧻	zha4			
a	3	𧩶	𧩶	qa4			
a	3	𧪨	𧪨	ma4			
a	3	𧫒	𧫒	xa4			
a	3	𧫗	𧫗	cha4			
a	3	𧫝	𧫝	shua3			
a	3	𧬮	𧬮	cha4			
a	3	𧬮	𧬮	gua4			
a	3	𨀩	𨀩	gua3			
a	3	𨛖	𨛖	qa4			
a	3	𨢧	𨢧	zha4			
a	3	𨶃	𨶃	zha4			
a	3	𨼬	𨼬	xa4			
a	3	𩩱	𩩱	qa4			
a	3	𩲏	𩲏	hua4			
a	3	𩵏	𩵏	hua4			
a	3	𩸄	𩸄	hua4			
a	3	𩹏	𩹏	ba4			
ai	1	叉	叉	chai1			
ai	1	夊	夊	chuai1			
ai	1	台	台	tai1			
ai	1	扠	扠	chai1			
ai	1	芆	芆	chai1			
ai	1	呆	呆	dai1			
ai	1	毐	毐	ai1			
ai	1	災	灾	zai1			
ai	1	灾	灾	zai1			
ai	1	邰	邰	tai1			
ai	1	乖	乖	guai1			
ai	1	侅	侅	gai1			
ai	1	侅	侅	kai1			
ai	1	咍	咍	hai1			
ai	1	孡	孡	tai1			
ai	1	郂	郂	gai1			
ai	1	陔	陔	gai1			
ai	1	䞗	䞗	cai1			
ai	1	䞗	䞗	chai1			
ai	1	哀	哀	ai1			
ai	1	哉	哉	zai1			
ai	1	垓	垓	gai1			
ai	1	奒	奒	kai1			
ai	1	姟	姟	gai1			
ai	1	峐	峐	gai1			
ai	1	差	差	chai1			
ai	1	洼	洼	wai1			
ai	1	皆	皆	jai1			
ai	1	胎	胎	tai1			
ai	1	荄	荄	gai1			
ai	1	荄	荄	jai1			
ai	1	虺	虺	huai1			
ai	1	㔞	㔞	kuai1			
ai	1	㱾	㱾	kai1			
ai	1	㾂	㾂	hai1			
ai	1	唉	唉	ai1			
ai	1	埃	埃	ai1			
ai	1	晐	晐	gai1			
ai	1	栽	栽	zai1			
ai	1	毢	毢	sai1			
ai	1	烖	烖	zai1			
ai	1	胲	胲	gai1			
ai	1	衰	衰	chuai1			
ai	1	衰	衰	shuai1			
ai	1	㶼	㶼	ai1			
ai	1	偕	偕	jai1			
ai	1	偲	偲	cai1			
ai	1	欸	唉	ai1			
ai	1	猜	猜	cai1			
ai	1	痎	痎	jai1			
ai	1	祴	祴	gai1			
ai	1	釵	钗	chai1			
ai	1	階	阶	jai1			
ai	1	㚊	㚊	kai1			
ai	1	㼮	㼮	chai1			
ai	1	剴	剀	gai1			
ai	1	喈	喈	jai1			
ai	1	堦	堦	jai1			
ai	1	崴	崴	wai1			
ai	1	崽	崽	shai1			
ai	1	愢	愢	sai1			
ai	1	揌	揌	sai1			
ai	1	揩	揩	qai1			
ai	1	渽	渽	zai1			
ai	1	湝	湝	jai1			
ai	1	溾	溾	wai1			
ai	1	粞	粞	sai1			
ai	1	絯	絯	gai1			
ai	1	街	街	jai1			
ai	1	開	开	kai1			
ai	1	靫	靫	chai1			
ai	1	㨟	㨟	gai1			
ai	1	㨤	㨤	kuai1			
ai	1	㾩	㾩	guai1			
ai	1	匯	汇	kuai1			
ai	1	搋	搋	chai1			
ai	1	楷	楷	jai1			
ai	1	腮	腮	sai1			
ai	1	該	该	gai1			
ai	1	豥	豥	gai1			
ai	1	賅	赅	gai1			
ai	1	㱯	㱯	gai1			
ai	1	䬵	䬵	gai1			
ai	1	摔	摔	shuai1			
ai	1	榱	榱	shuai1			
ai	1	獃	呆	dai1			
ai	1	睵	睵	cai1			
ai	1	睵	睵	zai1			
ai	1	碨	碨	wai1			
ai	1	稭	稭	jai1			
ai	1	蝔	蝔	jai1			
ai	1	䐤	䐤	chai1			
ai	1	䐩	䐩	gai1			
ai	1	䚡	䚡	sai1			
ai	1	篩	筛	shai1			
ai	1	薢	薢	jai1			
ai	1	諰	諰	shai1			
ai	1	鮐	鲐	tai1			
ai	1	懛	懛	dai1			
ai	1	鍇	锴	jai1			
ai	1	齋	斋	zhai1			
ai	1	顋	顋	sai1			
ai	1	瀤	瀤	wai1			
ai	1	鰓	鳃	sai1			
ai	1	鶛	鶛	jai1			
ai	1	䴜	䴜	wai1			
ai	1	䕸	䕸	jai1			
ai	1	籭	籭	shai1			
ai	1	䭨	䭨	shuai1			
ai	1	䶣	䶣	gai1			
ai	1	䪎	䪎	shuai1			
ai	1	𠞊	𠞊	chai1			
ai	1	𠦬	𠦬	guai1			
ai	1	𡿦	𡿦	zai1			
ai	1	𢓬	𢓬	xai1			
ai	1	𢔡	𢔡	qai1			
ai	1	𢦔	𢦔	zai1			
ai	1	𢰇	𢰇	yai1			
ai	1	𤆎	𤆎	zai1			
ai	1	𤭧	𤭧	jai1			
ai	1	𤸬	𤸬	shuai1			
ai	1	𥳧	𥳧	shai1			
ai	1	𥻄	𥻄	qai1			
ai	1	𦂄	𦂄	qai1			
ai	1	𦝨	𦝨	jai1			
ai	1	𦫳	𦫳	guai1			
ai	1	𦮃	𦮃	guai1			
ai	1	𦳦	𦳦	zai1			
ai	1	𦸜	𦸜	zai1			
ai	1	𧉟	𧉟	tai1			
ai	1	𨸜	𨸜	hai1			
ai	1	𩑐	𩑐	chai1			
ai	1	𩘅	𩘅	jai1			
ai	1	𩬠	𩬠	tai1			
ai	1	𪃄	𪃄	sai1			
ai	1	𪊉	𪊉	wai1			
ai	1	𪒴	𪒴	dai1			
ai	1	𪘨	𪘨	zhai1			
ai	1			zai1			
ai	2	才	才	cai2			
ai	2	呆	呆	ai2			
ai	2	材	材	cai2			
ai	2	㧘	㧘	chai2			
ai	2	抬	抬	tai2			
ai	2	苔	苔	tai2			
ai	2	來	来	lai2			
ai	2	咳	咳	hai2			
ai	2	孩	孩	hai2			
ai	2	査	査	chai2			
ai	2	炱	炱	tai2			
ai	2	茈	茈	chai2			
ai	2	䴭	䴭	cai2			
ai	2	俳	俳	pai2			
ai	2	埋	埋	mai2			
ai	2	柴	柴	chai2			
ai	2	祡	祡	chai2			
ai	2	能	能	nai2			
ai	2	豺	豺	chai2			
ai	2	財	财	cai2			
ai	2	郫	郫	pai2			
ai	2	郲	郲	lai2			
ai	2	㾍	㾍	nai2			
ai	2	偕	偕	xai2			
ai	2	唻	唻	lai2			
ai	2	娾	娾	yai2			
ai	2	崍	崃	lai2			
ai	2	庲	庲	lai2			
ai	2	徠	徕	lai2			
ai	2	排	排	pai2			
ai	2	掜	掜	nai2			
ai	2	淮	淮	huai2			
ai	2	淶	涞	lai2			
ai	2	猈	猈	pai2			
ai	2	猍	猍	lai2			
ai	2	菭	菭	tai2			
ai	2	萊	莱	lai2			
ai	2	逨	逨	lai2			
ai	2	剴	剀	ai2			
ai	2	棑	棑	pai2			
ai	2	棶	棶	lai2			
ai	2	湝	湝	xai2			
ai	2	牌	牌	pai2			
ai	2	裁	裁	cai2			
ai	2	跆	跆	tai2			
ai	2	㨟	㨟	hai2			
ai	2	㾢	㾢	lai2			
ai	2	䅘	䅘	lai2			
ai	2	嵦	嵦	ai2			
ai	2	槐	槐	huai2			
ai	2	溨	溨	cai2			
ai	2	瑎	瑎	xai2			
ai	2	豥	豥	hai2			
ai	2	㱯	㱯	ai2			
ai	2	䋱	䋱	lai2			
ai	2	䍲	䍲	nai2			
ai	2	敳	敳	ai2			
ai	2	獃	呆	ai2			
ai	2	臺	台	tai2			
ai	2	㾹	㾹	chai2			
ai	2	䈚	䈚	tai2			
ai	2	䓳	䓳	xai2			
ai	2	尵	尵	chuai2			
ai	2	摨	摨	nai2			
ai	2	犛	牦	lai2			
ai	2	皚	皑	ai2			
ai	2	膗	膗	chuai2			
ai	2	蝔	蝔	xai2			
ai	2	褢	褢	huai2			
ai	2	誽	誽	nai2			
ai	2	輫	輫	pai2			
ai	2	鞋	鞋	xai2			
ai	2	頦	颏	hai2			
ai	2	駘	骀	tai2			
ai	2	骸	骸	xai2			
ai	2	鼒	鼒	cai2			
ai	2	儓	儓	tai2			
ai	2	儕	侪	chai2			
ai	2	褱	褱	huai2			
ai	2	諧	谐	xai2			
ai	2	㦟	㦟	mai2			
ai	2	䁲	䁲	mai2			
ai	2	䐯	䐯	lai2			
ai	2	䠽	䠽	hai2			
ai	2	嬯	嬯	tai2			
ai	2	擡	擡	tai2			
ai	2	薶	薶	mai2			
ai	2	薹	薹	tai2			
ai	2	檯	台	tai2			
ai	2	騋	騋	lai2			
ai	2	㜳	㜳	huai2			
ai	2	㠢	㠢	huai2			
ai	2	䱝	䱝	pai2			
ai	2	懷	怀	huai2			
ai	2	斄	斄	lai2			
ai	2	瀤	瀤	huai2			
ai	2	犤	犤	pai2			
ai	2	鯠	鯠	lai2			
ai	2	鶆	鶆	lai2			
ai	2	麳	麳	lai2			
ai	2	櫰	櫰	huai2			
ai	2	籉	籉	tai2			
ai	2	䱺	䱺	hai2			
ai	2	霾	霾	mai2			
ai	2	纔	才	cai2			
ai	2	蠯	蠯	pai2			
ai	2	麡	麡	chai2			
ai	2	龤	龤	xai2			
ai	2	𡺵	𡺵	chai2			
ai	2	𣮉	𣮉	lai2			
ai	2	𤜄	𤜄	huai2			
ai	2	𤦃	𤦃	lai2			
ai	2	𤲓	𤲓	lai2			
ai	2	𥱼	𥱼	pai2			
ai	2	𦬁	𦬁	cai2			
ai	2	𧞷	𧞷	huai2			
ai	2	𧳟	𧳟	lai2			
ai	2	𧻲	𧻲	hai2			
ai	2	𨌅	𨌅	chai2			
ai	2	𨻭	𨻭	ai2			
ai	2	𩂢	𩂢	yai2			
ai	2	𩍃	𩍃	mai2			
ai	2	𩑢	𩑢	pai2			
ai	2	𩓬	𩓬	chuai2			
ai	2	𩤠	𩤠	xai2			
ai	2	𩿡	𩿡	tai2			
ai	2	𪊉	𪊉	huai2			
ai	2	𪎂	𪎂	lai2			
ai	2	𪑚	𪑚	lai2			
ai	2	𪒴	𪒴	tai2			
ai	2	𪗶	𪗶	chai2			
ai	3	乃	乃	nai3			
ai	3	大	大	dai4			
ai	3	丐	丐	gai4			
ai	3	丯	丯	jai4			
ai	3	介	介	jai4			
ai	3	太	太	tai4			
ai	3	夬	夬	guai4			
ai	3	歹	歹	dai3			
ai	3	㐲	㐲	dai4			
ai	3	代	代	dai4			
ai	3	匃	匃	gai4			
ai	3	奶	奶	nai3			
ai	3	扒	扒	bai4			
ai	3	艾	艾	ai4			
ai	3	亥	亥	hai4			
ai	3	价	价	jai4			
ai	3	再	再	zai4			
ai	3	在	在	zai4			
ai	3	忕	忕	dai4			
ai	3	忕	忕	tai4			
ai	3	汏	汏	dai4			
ai	3	汛	汛	shai4			
ai	3	㝏	㝏	jai4			
ai	3	㠹	㠹	jai4			
ai	3	㤅	㤅	ai4			
ai	3	㧉	㧉	gai4			
ai	3	佅	佅	mai4			
ai	3	呃	呃	yai4			
ai	3	夆	夆	hai4			
ai	3	妎	妎	hai4			
ai	3	尬	尬	jai4			
ai	3	庍	庍	bai4			
ai	3	快	快	kuai4			
ai	3	戒	戒	jai4			
ai	3	改	改	gai3			
ai	3	杈	杈	chai4			
ai	3	毐	毐	ai3			
ai	3	汰	汰	tai4			
ai	3	芥	芥	jai4			
ai	3	豸	豸	zhai4			
ai	3	㕈	㕈	ai3			
ai	3	㚷	㚷	nai3			
ai	3	㧔	㧔	kuai4			
ai	3	佴	佴	nai4			
ai	3	侅	侅	hai4			
ai	3	侅	侅	xai4			
ai	3	劾	劾	hai4			
ai	3	劾	劾	qai4			
ai	3	哎	哎	ai4			
ai	3	屆	届	jai4			
ai	3	届	届	jai4			
ai	3	岱	岱	dai4			
ai	3	帒	帒	dai4			
ai	3	怪	怪	kuai4			
ai	3	拜	拜	bai4			
ai	3	杷	杷	bai4			
ai	3	玠	玠	jai4			
ai	3	甙	甙	dai4			
ai	3	衩	衩	chai4			
ai	3	迨	迨	dai4			
ai	3	采	采	cai3			
ai	3	隶	隶	dai4			
ai	3	奈	奈	nai4			
ai	3	㕟	㕟	kuai4			
ai	3	㞒	㞒	xai4			
ai	3	㤥	㤥	hai4			
ai	3	㧡	㧡	hai4			
ai	3	䀛	䀛	mai4			
ai	3	咶	咶	huai4			
ai	3	差	差	chai4			
ai	3	帥	帅	shuai4			
ai	3	待	待	dai4			
ai	3	怠	怠	dai4			
ai	3	恠	恠	kuai4			
ai	3	柰	柰	nai4			
ai	3	殆	殆	dai4			
ai	3	洒	洒	shai4			
ai	3	派	派	pai4			
ai	3	玳	玳	dai4			
ai	3	界	界	jai4			
ai	3	疥	疥	jai4			
ai	3	砎	砎	jai4			
ai	3	耏	耏	nai4			
ai	3	耐	耐	nai4			
ai	3	衸	衸	jai4			
ai	3	衸	衸	xai4			
ai	3	迺	乃	nai3			
ai	3	㖑	㖑	xai4			
ai	3	㧳	㧳	zhuai4			
ai	3	㭛	㭛	pai4			
ai	3	㳗	㳗	chai4			
ai	3	䙷	䙷	ai4			
ai	3	䢙	䢙	bai4			
ai	3	勑	勑	lai4			
ai	3	唄	呗	bai4			
ai	3	唉	唉	yai3			
ai	3	娧	娧	tai4			
ai	3	宰	宰	zai3			
ai	3	害	害	hai4			
ai	3	悈	悈	jai4			
ai	3	挨	挨	ai3			
ai	3	挨	挨	yai3			
ai	3	栽	栽	zai4			
ai	3	欬	欬	kai4			
ai	3	氦	氦	hai4			
ai	3	泰	泰	tai4			
ai	3	海	海	hai3			
ai	3	浿	浿	pai4			
ai	3	烗	烗	qai4			
ai	3	能	能	nai4			
ai	3	蚧	蚧	jai4			
ai	3	訍	訍	chai4			
ai	3	軑	軑	dai4			
ai	3	㥒	㥒	cai3			
ai	3	㳦	㳦	xai4			
ai	3	唻	唻	lai3			
ai	3	啐	啐	cuai4			
ai	3	埭	埭	dai4			
ai	3	埰	埰	cai4			
ai	3	娾	娾	yai3			
ai	3	寀	寀	cai3			
ai	3	帶	带	dai4			
ai	3	彩	彩	cai3			
ai	3	徠	徕	lai4			
ai	3	捭	捭	bai3			
ai	3	採	采	cai3			
ai	3	敗	败	bai4			
ai	3	械	械	xai4			
ai	3	欸	唉	ai3			
ai	3	欸	唉	xai4			
ai	3	猈	猈	bai3			
ai	3	眦	眦	zhai4			
ai	3	砦	砦	zhai4			
ai	3	硋	硋	ai4			
ai	3	祭	祭	zhai4			
ai	3	紿	绐	dai4			
ai	3	菜	菜	cai4			
ai	3	萊	莱	lai4			
ai	3	袋	袋	dai4			
ai	3	逨	逨	lai4			
ai	3	逮	逮	dai4			
ai	3	酞	酞	tai4			
ai	3	釱	釱	dai4			
ai	3	殺	杀	shai4			
ai	3	率	率	shuai4			
ai	3	䦏	䦏	xai4			
ai	3	傣	傣	dai3			
ai	3	凱	凯	kai3			
ai	3	喟	喟	kuai4			
ai	3	嘅	嘅	kai4			
ai	3	塊	块	kuai4			
ai	3	愒	愒	kai4			
ai	3	慨	慨	kai4			
ai	3	揣	揣	chuai3			
ai	3	揩	揩	qai4			
ai	3	棌	棌	cai4			
ai	3	棑	棑	bai4			
ai	3	毳	毳	chuai4			
ai	3	渿	渿	nai4			
ai	3	湃	湃	pai4			
ai	3	溉	溉	gai4			
ai	3	等	等	dai3			
ai	3	絠	絠	gai3			
ai	3	絯	絯	xai4			
ai	3	裁	裁	zai4			
ai	3	裞	裞	tai4			
ai	3	詒	诒	dai4			
ai	3	買	买	mai3			
ai	3	貸	贷	tai4			
ai	3	軩	軩	dai4			
ai	3	鈣	钙	gai4			
ai	3	㪜	㪜	chuai3			
ai	3	㲡	㲡	nai4			
ai	3	㾢	㾢	lai4			
ai	3	債	债	zhai4			
ai	3	塏	垲	kai3			
ai	3	廌	廌	zhai4			
ai	3	愛	爱	ai4			
ai	3	愷	恺	kai3			
ai	3	愾	忾	kai4			
ai	3	戤	戤	gai4			
ai	3	楷	楷	qai3			
ai	3	概	概	gai4			
ai	3	槩	槩	gai4			
ai	3	毻	毻	tai4			
ai	3	溘	溘	kai4			
ai	3	瑇	瑇	dai4			
ai	3	睞	睐	lai4			
ai	3	睬	睬	cai3			
ai	3	稗	稗	bai4			
ai	3	筷	筷	kuai4			
ai	3	蒯	蒯	kuai4			
ai	3	蓋	盖	gai4			
ai	3	蛻	蜕	tai4			
ai	3	話	话	huai4			
ai	3	跢	跢	dai4			
ai	3	輆	輆	kai3			
ai	3	載	载	zai3			
ai	3	載	载	zai4			
ai	3	酨	酨	zai4			
ai	3	餀	餀	hai4			
ai	3	塞	塞	sai4			
ai	3	㕢	㕢	gai4			
ai	3	㪡	㪡	kai4			
ai	3	䁓	䁓	jai4			
ai	3	䐆	䐆	cai4			
ai	3	䯰	䯰	jai4			
ai	3	䲦	䲦	dai4			
ai	3	勱	劢	mai4			
ai	3	寨	寨	zhai4			
ai	3	態	态	tai4			
ai	3	摡	摡	gai4			
ai	3	暟	暟	kai3			
ai	3	漑	漑	gai4			
ai	3	瘥	瘥	chai4			
ai	3	粺	粺	bai4			
ai	3	綵	彩	cai3			
ai	3	蔡	蔡	cai4			
ai	3	誡	诫	jai4			
ai	3	閡	阂	ai4			
ai	3	韎	韎	mai4			
ai	3	駃	駃	kuai4			
ai	3	鼐	鼐	nai3			
ai	3	鼐	鼐	nai4			
ai	3	㯂	㯂	dai4			
ai	3	㺔	㺔	hai4			
ai	3	㾹	㾹	zhai4			
ai	3	㿷	㿷	chuai4			
ai	3	䈚	䈚	dai4			
ai	3	䈛	䈛	guai4			
ai	3	䈛	䈛	kuai4			
ai	3	䓶	䓶	lai4			
ai	3	䚅	䚅	lai4			
ai	3	䲸	䲸	jai4			
ai	3	僾	僾	ai4			
ai	3	嘪	嘪	mai3			
ai	3	嘬	嘬	chuai4			
ai	3	嘳	嘳	kuai4			
ai	3	噧	噧	xai4			
ai	3	墤	墤	kuai4			
ai	3	嬇	嬇	kuai4			
ai	3	慸	慸	chai4			
ai	3	曃	曃	tai4			
ai	3	槪	槪	gai4			
ai	3	磕	磕	kai4			
ai	3	罷	罢	bai3			
ai	3	艐	艐	jai4			
ai	3	蕒	蕒	mai3			
ai	3	蕢	蒉	kuai4			
ai	3	誺	誺	lai4			
ai	3	賚	赉	lai4			
ai	3	賣	卖	mai4			
ai	3	邁	迈	mai4			
ai	3	頦	颏	gai3			
